Row Labels,Sum of population
77015,85221
77016,60551
77017,69479
77018,29241
77019,40544
77020,54179
77021,69580
77022,78728
77023,62724
77024,63089
77025,15415
77026,38684
77027,36111
77028,36231
77029,45579
77030,20142
77031,34913
77032,21598
77033,30718
77034,41765
77035,34459
77036,185102
77037,42167
77038,44119
77039,60448
77040,119168
77041,95393
77042,98128
77043,65061
77044,34758
77045,65436
77046,2504
77047,15031
77048,30409
77049,63214
77050,8250
77051,15535
77053,59749
77054,24730
77055,62138
77056,22993
77057,82102
77058,36963
77059,37190
77060,68140
77061,42948
77062,54216
77063,55276
77064,102781
77065,58701
77066,44838
77067,66007
77068,21608
77069,20938
77070,92036
77071,51394
77072,68646
77073,41380
77074,45115
77075,84170
77076,48835
77077,137589
77078,30630
77079,38567
77080,76232
77081,130751
77082,127375
77083,187010
77084,150818
77085,42859
77086,75587
77087,94735
77088,81223
77089,81758
77090,61231
77091,40904
77092,37726
77093,80620
77094,18461
77095,135430
77096,53637
77098,24915
77099,36463
77201,0
77301,34345
77302,36878
77303,35206
77304,21960
77306,26219
77316,42284
77318,37571
77320,60101
77326,121
77327,52837
77328,30224
77331,19184
77334,207
77335,3854
77336,13148
77338,92416
77339,105882
77340,62255
77342,48
77345,67788
77346,67912
77350,160
77351,84448
77354,50459
77355,64482
77356,27784
77357,43213
77358,10861
77359,1628
77360,6329
77362,12649
77363,5503
77364,2575
77365,41031
77367,219
77368,313
77369,2138
77371,12789
77372,20461
77373,149117
77374,879
77375,105348
77376,1024
77377,43353
77378,37777
77379,162275
77380,47851
77381,81451
77382,54017
77384,30254
77385,43111
77386,74781
77388,83680
77389,44946
77396,50025
77401,46413
77406,38848
77407,57761
77412,273
77414,61796
77415,99
77417,5192
77418,20080
77419,2401
77420,6029
77422,22241
77423,16814
77426,4594
77428,156
77429,190115
77430,2591
77432,447
77433,52609
77434,12389
77435,9376
77436,87
77437,46893
77440,95
77441,13606
77442,2437
77443,225
77444,2045
77445,6588
77446,9261
77447,31335
77448,219
77449,199394
77450,84146
77451,216
77453,829
77454,368
77455,4205
77456,3390
77457,1718
77458,513
77459,119022
77460,125
77461,28979
77464,483
77465,15562
77466,1477
77467,106
77468,357
77469,57055
77470,364
77471,56341
77473,113
77474,18395
77475,1330
77476,316
77477,96539
77478,67763
77479,122472
77480,17976
77481,61
77482,5883
77483,550
77484,16720
77485,8626
77486,11896
77488,29511
77489,78806
77493,26783
77494,101577
77498,88514
77502,65381
77503,50483
77504,44092
77505,26100
77506,59248
77507,0
77510,22155
77511,78897
77514,7532
77515,65741
77517,5450
77518,18400
77519,1380
77520,97569
77521,131002
77523,35894
77530,81683
77531,24147
77532,27943
77533,645
77534,3008
77535,54395
77536,80222
77538,1577
77539,72837
77541,27981
77545,44493
77546,125818
77547,6486
77550,38345
77551,37728
77554,11016
77560,2217
77561,135
77562,28458
77563,15351
77564,4249
77565,12304
77566,76736
77568,39107
77571,23080
77573,121865
77575,25756
77577,1995
77578,33971
77580,531
77581,67611
77583,49934
77584,150319
77585,2645
77586,23879
77587,35499
77590,79918
77591,23348
77597,1739
77598,25206
77611,13348
77612,14571
77613,2668
77614,992
77615,1018
77616,631
77617,194
77619,17978
77622,2292
77623,1135
77624,1452
77625,14419
77627,47484
77629,2302
77630,43913
77632,49606
77640,35827
77642,96793
77650,3906
77651,30101
77655,403
77656,44426
77657,32337
77659,5236
77660,3120
77661,2587
77662,66811
77663,3542
77664,7077
77665,17320
77701,31756
77702,3694
77703,26448
77705,68068
77706,44403
77707,19667
77708,20097
77713,32579
77801,29317
77802,47602
77803,51044
77807,24159
77808,22929
77830,5411
77831,9295
77833,73135
77835,6362
77836,28818
77837,2664
77840,121011
77845,106810
77853,1196
77855,260
77856,13956
77857,438
77859,19058
77861,6472
77864,15213
77865,2257
77867,160
77868,35202
77871,1999
77872,2847
77873,2162
77876,504
77878,1030
77879,10804
77880,2292
77901,74419
77904,52906
77905,23877
77950,537
77951,3159
77954,17300
77957,21928
77960,266
77961,279
77962,6941
77963,14624
77964,8178
77968,7301
77969,416
77970,324
77971,2430
77973,130
77974,1132
77975,4993
77976,277
77977,1609
77978,1612
77979,46092
77982,854
77983,4942
77984,9578
77987,202
77988,205
77990,1963
77991,691
77993,179
77994,826
77995,20307
78001,72
78002,4349
78003,23495
78004,3148
78005,479
78006,32068
78007,292
78008,747
78009,7511
78010,9064
78011,5237
78012,722
78013,9719
78014,13157
78015,16842
78016,20719
78017,13130
78019,3640
78021,205
78022,7798
78023,50004
78024,2428
78025,13027
78026,9617
78027,1018
78028,65500
78029,0
78039,2582
78040,52437
78041,100052
78043,121246
78044,1079
78045,145774
78046,75794
78050,1141
78052,17001
78055,973
78056,4904
78057,1526
78058,2670
78059,11892
78060,76
78061,12089
78063,16161
78064,31172
78065,28751
78066,1279
78067,2021
78069,14068
78070,39024
78071,4618
78072,1350
78073,17366
78075,269
78076,26842
78101,16978
78102,42950
78104,393
78107,736
78108,70892
78109,71558
78112,12275
78113,5183
78114,44345
78116,977
78117,670
78118,10657
78119,16366
78121,30211
78122,253
78123,4826
78124,15355
78125,92
78130,69930
78132,50079
78133,34924
78140,5340
78141,403
78142,330
78143,94
78144,97
78145,210
78146,1611
78147,4439
78148,32553
78150,18
78151,2836
78152,4962
78154,32487
78155,91708
78159,2660
78160,11427
78161,2359
78162,782
78163,16634
78164,4168
78201,95233
78202,13313
78203,16227
78204,14552
78205,3754
78207,102566
78208,9804
78209,106447
78210,57066
78211,36659
78212,50440
78213,108340
78214,57788
78215,2379
78216,89908
78217,67672
78218,67123
78219,31944
78220,32591
78221,75304
78222,39889
78223,85465
78224,38521
78225,27950
78226,8145
78227,123276
78228,129750
78229,76890
78230,79327
78231,16740
78232,94646
78233,72786
78234,10189
78235,246
78236,28654
78237,77481
78238,47181
78239,36900
78240,58583
78242,66612
78243,599
78244,34607
78245,146396
78247,134698
78248,22254
78249,51915
78250,44115
78251,128002
78252,12492
78253,43995
78254,51100
78255,29237
78256,4938
78257,8129
78258,110854
78259,24515
78260,55304
78261,15944
78263,4832
78264,32250
78266,12139
78330,857
78332,31437
78335,12
78336,33063
78338,41
78339,345
78340,842
78341,2912
78342,263
78343,11075
78344,519
78349,1081
78351,1001
78352,450
78353,539
78355,8140
78357,3412
78358,1478
78359,5189
78361,9244
78362,15417
78363,50582
78368,15512
78369,984
78370,12927
78371,862
78372,8332
78373,5703
78374,46620
78375,3601
78376,1207
78377,10035
78379,3694
78380,49496
78382,12895
78383,9706
78384,17812
78385,590
78387,14323
78389,2591
78390,14757
78391,876
78393,5043
78401,12097
78402,1480
78404,45557
78405,25777
78406,2957
78407,3307
78408,18829
78409,4946
78410,58919
78411,57790
78412,93690
78413,63863
78414,48809
78415,84729
78416,18231
78417,9377
78418,65004
78419,1448
78501,72314
78503,57999
78504,36678
78516,54654
78520,158782
78521,242860
78526,65404
78535,394
78536,1232
78537,38952
78538,18302
78539,31159
78541,100243
78542,82220
78543,5831
78545,1256
78548,1795
78549,1528
78550,120738
78552,72475
78557,33115
78558,1391
78559,26893
78560,11584
78561,2129
78562,4657
78563,634
78564,267
78565,877
78566,33644
78567,629
78569,7050
78570,33652
78572,199580
78573,90365
78574,127541
78575,20802
78576,14541
78577,86671
78578,32488
78579,10375
78580,38431
78582,62999
78583,17486
78584,21489
78585,889
78586,58705
78588,363
78589,99225
78590,480
78591,144
78592,1744
78593,6149
78594,4185
78595,3816
78596,141121
78597,7388
78598,562
78602,53968
78605,8458
78606,5999
78607,456
78608,945
78609,3508
78610,51429
78611,27977
78612,22950
78613,73167
78614,729
78615,2247
78616,7527
78617,37488
78618,378
78619,3802
78620,30111
78621,35342
78622,199
78623,1713
78624,48519
78626,54536
78628,23725
78629,25517
78631,2849
78632,578
78633,44739
78634,63576
78635,157
78636,9435
78638,5371
78639,7992
78640,28259
78641,89806
78642,15791
78643,16492
78644,25780
78645,21175
78648,16680
78650,4331
78652,9442
78653,28601
78654,19228
78655,4653
78656,5673
78657,7149
78659,7980
78660,109834
78661,727
78662,1406
78663,539
78664,143536
78665,45092
78666,134465
78669,18604
78670,468
78671,658
78672,1893
78675,232
78676,33433
78677,102
78681,90450
78701,14673
78702,25998
78703,18315
78704,46449
78705,19437
78712,1744
78717,37142
78719,3553
78721,19018
78722,9724
78723,72731
78724,38387
78725,16272
78726,36279
78727,70459
78728,44226
78729,52777
78730,15929
78731,10417
78732,29678
78733,23903
78734,37886
78735,25659
78736,15212
78737,24439
78738,32257
78739,19533
78741,90818
78742,1753
78744,118172
78745,127002
78746,75864
78747,31109
78748,60436
78749,71096
78750,43968
78751,30432
78752,22744
78753,117621
78754,23809
78756,15110
78757,58900
78758,98718
78759,100258
78801,34622
78802,273
78827,1257
78828,522
78829,3069
78830,1719
78832,4744
78833,2165
78834,4228
78836,296
78837,445
78838,319
78839,22611
78840,127146
78843,342
78850,2968
78851,61
78852,89019
78860,612
78861,13710
78870,2591
78871,74
78872,3208
78873,3062
78877,2644
78879,549
78880,3399
78881,6233
78883,775
78884,1690
78885,151
78886,1260
78931,709
78932,1686
78933,3866
78934,10965
78935,2618
78938,1033
78940,4935
78941,6358
78942,13479
78943,958
78944,1247
78945,7785
78946,626
78947,7157
78948,1278
78949,1388
78950,3483
78951,31
78953,2515
78954,2869
78956,14876
78957,17724
78959,2234
78962,9764
78963,2353
79001,524
79003,201
79005,3011
79007,32008
79009,3656
79010,1272
79011,157
79012,2164
79013,5769
79014,8487
79015,42661
79016,195
79018,1216
79019,2846
79021,108
79022,23443
79024,880
79025,150
79027,11559
79029,16528
79031,3117
79032,240
79033,279
79034,992
79035,9260
79036,8209
79039,1698
79040,3123
79041,6684
79042,3035
79043,4044
79044,1636
79045,43624
79046,1280
79051,28
79052,2740
79053,158
79054,718
79056,103
79057,2587
79058,29
79059,1307
79061,809
79062,602
79063,746
79064,6822
79065,33049
79068,3597
79070,22464
79072,63616
79078,1006
79079,5741
79080,898
79081,6786
79082,833
79083,4293
79084,5393
79085,109
79086,3467
79087,1678
79088,9449
79091,387
79092,1857
79093,156
79094,151
79095,7387
79096,5812
79097,1867
79098,895
79101,7178
79102,11818
79103,29434
79104,16118
79105,11
79106,35022
79107,35303
79108,41822
79109,100702
79110,40650
79111,4144
79118,51452
79119,24301
79121,17553
79124,17558
79201,14354
79220,531
79225,2085
79226,8117
79227,3683
79229,516
79230,385
79231,118
79233,498
79234,181
79235,6259
79236,692
79237,632
79239,427
79240,147
79241,2801
79243,140
79244,1525
79245,6345
79247,132
79248,2372
79250,2589
79251,72
79252,3092
79255,1275
79256,842
79257,1149
79258,102
79259,97
79261,560
79311,5743
79312,1219
79313,3263
79314,95
79316,13480
79322,4241
79323,17619
79324,72
79325,3878
79326,54
79329,3534
79330,234
79331,28080
79336,36230
79339,18489
79342,766
79343,4034
79344,137
79345,1876
79346,3889
79347,8059
79350,681
79351,1265
79353,22
79355,5486
79356,9842
79357,6309
79358,2949
79359,4787
79360,24402
79363,11418
79364,12633
79366,2150
79367,1684
79369,147
79370,3149
79371,2915
79372,3177
79373,6871
79376,195
79377,605
79378,655
79379,1155
79380,525
79381,2639
79382,13271
79401,5167
79403,19749
79404,25427
79406,11211
79407,29831
79410,16946
79411,13817
79412,26932
79413,56500
79414,29542
79415,19748
79416,51668
79423,66940
79424,85570
79501,7612
79502,1602
79503,281
79504,7135
79505,315
79506,825
79508,1889
79510,13309
79511,3007
79512,16050
79517,224
79518,261
79519,194
79520,5510
79521,4870
79525,2589
79526,2546
79527,309
79528,1618
79529,2189
79530,813
79532,2492
79533,1027
79534,434
79535,384
79536,13049
79537,282
79538,337
79539,475
79540,240
79541,1679
79543,1855
79544,840
79545,3845
79546,3367
79547,870
79548,216
79549,40684
79553,5126
79556,22132
79560,227
79561,1805
79562,9950
79563,2665
79565,295
79566,902
79567,2200
79601,69212
79602,38502
79603,51706
79605,65046
79606,12176
79607,4739
79699,546
79701,74008
79703,44118
79705,73583
79706,48885
79707,74964
79713,583
79714,15653
79718,1460
79719,836
79720,22770
79730,678
79731,8894
79733,363
79734,4410
79735,21275
79738,443
79739,1475
79741,499
79742,1315
79743,737
79744,3226
79745,16366
79748,447
79749,706
79752,4673
79754,162
79755,242
79756,24834
79758,1257
79759,64
79761,32387
79762,88540
79763,94613
79764,52785
79765,15184
79766,10349
79770,84
79772,21175
79777,369
79778,2371
79780,504
79781,803
79782,8532
79783,505
79785,140
79788,1305
79789,2610
79821,10028
79830,19723
79831,79
79834,549
79835,9280
79836,8756
79837,698
79838,9940
79839,3739
79842,752
79843,5649
79845,7955
79846,182
79847,456
79848,1641
79849,26250
79851,1093
79852,559
79853,4925
79854,464
79855,5777
79901,6142
79902,57614
79903,37387
79904,42057
79905,67832
79906,7681
79907,122742
79908,5580
79911,2895
79912,174587
79915,50860
79916,1997
79920,385
79922,21693
79924,128122
79925,69561
79927,43858
79928,107656
79930,60855
79932,51334
79934,30608
79935,29325
79936,289577
79938,140221
79942,4
80002,20215
80003,98195
80004,62699
80005,68054
80007,12059
80010,26453
80011,124599
80012,81760
80013,141013
80014,97925
80015,103565
80016,114472
80017,51968
80018,11095
80019,3521
80020,105431
80021,84178
80022,85666
80023,32235
80024,453
80025,525
80026,70753
80027,65585
80030,23413
80031,91982
80033,50616
80045,455
80101,869
80102,14760
80103,4939
80104,31289
80105,2370
80106,10637
80107,19571
80108,57878
80109,30466
80110,45240
80111,74603
80112,49579
80113,43655
80116,6788
80117,7265
80118,8223
80120,48199
80121,21706
80122,61102
80123,53149
80124,40637
80125,23203
80126,101824
80127,117804
80128,86407
80129,45046
80130,50809
80131,482
80132,41275
80133,3461
80134,94413
80135,8285
80136,7884
80137,2244
80138,61896
80202,8432
80203,49917
80204,67597
80205,49581
80206,47110
80207,55888
80209,55053
80210,72494
80211,49403
80212,47969
80214,31885
80215,45618
80216,22691
80218,46300
80219,136772
80220,75723
80221,62809
80222,55584
80223,30513
80224,37026
80226,50018
80227,73394
80228,19589
80229,80149
80230,19575
80231,85242
80232,45824
80233,111224
80234,42283
80235,11366
80236,41533
80237,23396
80238,10976
80239,44911
80241,34803
80246,28415
80247,45961
80249,60460
80260,82493
80264,0
80290,0
80293,0
80294,0
80301,57512
80302,52804
80303,35311
80304,34405
80305,35913
80310,12263
80401,89316
80403,40354
80419,0
80420,1470
80421,21124
80422,7184
80423,435
80424,11156
80425,396
80426,284
80427,1390
80428,1907
80432,1146
80433,15796
80434,120
80435,11845
80436,864
80438,717
80439,37141
80440,2789
80442,4640
80443,5762
80444,2495
80446,5793
80447,5384
80448,441
80449,1092
80451,1982
80452,7592
80453,502
80454,1472
80455,791
80456,968
80457,1311
80459,2735
80461,7487
80463,152
80465,24724
80466,7229
80467,4851
80468,917
80469,744
80470,6846
80471,60
80473,119
80475,158
80476,208
80477,348
80478,2512
80479,124
80480,3395
80481,1353
80482,3320
80483,1519
80487,15373
80488,331
80497,518
80498,12507
80501,26146
80503,76516
80504,83773
80510,683
80511,208
80512,1347
80513,15523
80514,4731
80515,1210
80516,55976
80517,9856
80520,3028
80521,68704
80524,54095
80525,57862
80526,50661
80528,48440
80530,6105
80532,273
80534,29951
80535,2933
80536,1895
80537,80790
80538,71808
80540,13199
80542,7412
80543,16031
80544,298
80545,1490
80546,339
80547,1402
80549,3506
80550,24915
80601,90922
80602,19606
80603,21326
80610,6375
80611,1007
80612,1164
80615,19497
80620,21913
80621,14166
80622,560
80623,750
80624,2516
80631,53285
80634,90138
80640,24672
80642,4639
80643,5109
80644,4871
80645,8415
80648,615
80649,362
80650,1691
80651,10869
80652,1186
80653,925
80654,2713
80701,24647
80705,1494
80720,5362
80721,392
80722,267
80723,7151
80726,888
80727,1066
80728,1996
80729,1107
80731,3761
80733,582
80734,6278
80735,719
80736,951
80737,3086
80740,123
80741,515
80742,500
80743,1328
80744,1057
80745,170
80746,73
80747,563
80749,892
80750,429
80751,39700
80754,264
80755,437
80757,420
80758,7988
80759,12425
80801,399
80802,638
80804,785
80805,457
80807,12188
80808,16654
80809,828
80810,2959
80812,430
80813,4552
80814,8281
80815,2467
80816,14010
80817,32065
80818,402
80819,2371
80820,2148
80821,2491
80822,554
80823,540
80824,363
80825,638
80827,1515
80828,3494
80829,14288
80830,551
80831,47140
80832,1465
80833,1991
80834,724
80835,1474
80836,2888
80840,13350
80860,1251
80861,669
80862,56
80863,30571
80864,3003
80902,32777
80903,39472
80904,19948
80905,42804
80906,48968
80907,70593
80908,7289
80909,40755
80910,47110
80911,35585
80913,2316
80914,774
80915,20695
80916,92001
80917,75687
80918,119176
80919,40575
80920,78992
80921,23970
80922,65020
80923,67021
80924,12396
80925,15471
80926,1724
80927,635
80928,3125
80929,622
80930,1710
80938,43
80939,0
80951,8624
81001,80785
81003,16124
81004,44830
81005,53460
81006,18302
81007,34909
81008,15628
81019,2545
81020,2098
81021,21
81022,3483
81023,2607
81024,344
81025,2842
81027,333
81029,894
81030,433
81033,326
81036,2037
81038,710
81039,4147
81040,565
81041,1741
81043,141
81044,267
81045,185
81047,3506
81049,762
81050,15975
81052,19462
81054,10497
81055,2094
81057,923
81058,1466
81059,1783
81062,4106
81063,7602
81064,672
81067,7214
81069,3128
81071,949
81073,3049
81076,1160
81077,1144
81081,179
81082,25935
81084,221
81087,174
81089,7819
81090,1176
81091,1718
81092,1309
81101,11560
81120,4972
81121,614
81122,12645
81123,2022
81124,504
81125,9854
81126,636
81128,244
81129,169
81130,1104
81131,3185
81132,7144
81133,1811
81136,307
81137,13937
81138,121
81140,4228
81141,1974
81143,862
81144,15970
81146,1126
81147,30174
81148,431
81149,2198
81151,2528
81152,3648
81154,1066
81155,588
81201,24577
81210,147
81211,15064
81212,65487
81220,325
81221,717
81222,443
81223,3650
81224,7137
81225,2492
81226,23473
81227,27
81230,18039
81231,1714
81232,58
81233,2236
81235,1218
81236,2213
81237,185
81239,211
81240,11819
81241,175
81242,1741
81243,200
81244,889
81248,134
81251,365
81252,7870
81253,1081
81301,47615
81303,20787
81320,473
81321,22427
81323,7519
81324,3675
81325,248
81326,4446
81327,1363
81328,6438
81330,53
81331,1246
81332,730
81334,4123
81335,301
81401,60750
81403,22538
81410,2758
81411,111
81413,11609
81415,966
81416,8679
81418,4437
81419,6433
81422,1527
81423,3597
81424,2027
81425,9160
81426,390
81427,3025
81428,8341
81429,503
81430,1675
81431,791
81432,2812
81433,1758
81434,247
81435,7962
81501,26556
81503,25504
81504,31960
81505,26479
81506,24182
81507,33531
81520,35424
81521,24727
81522,302
81523,1325
81524,6210
81525,1831
81526,8590
81527,5498
81601,17768
81610,996
81611,21753
81612,55
81615,1603
81620,17489
81621,15400
81623,32088
81624,2573
81625,32086
81630,1946
81631,17751
81632,18022
81633,34
81635,15904
81637,20083
81638,191
81639,5719
81640,274
81641,8444
81642,98
81643,2115
81645,1600
81646,518
81647,7537
81648,7403
81649,496
81650,34174
81652,9837
81653,79
81654,1828
81655,78
81656,506
81657,13871
82001,91166
82005,272
82007,20872
82009,82514
82050,842
82051,146
82052,48
82053,4000
82054,2020
82055,756
82058,131
82059,348
82060,807
82061,53
82063,284
82070,23138
82072,24746
82073,106
82081,126
82082,4308
82083,414
82084,20
82190,894
82201,10024
82210,860
82212,1022
82213,878
82214,3459
82215,285
82217,291
82219,127
82221,1068
82222,182
82223,1726
82224,55
82225,3432
82227,656
82229,85
82240,27937
82242,70
82243,202
82244,1022
82301,15806
82321,1495
82322,249
82323,491
82324,739
82325,1683
82327,1391
82329,634
82331,3673
82332,268
82334,783
82335,47
82336,1104
82401,8804
82410,3704
82411,717
82412,737
82414,31915
82420,1248
82421,927
82422,240
82423,388
82426,1493
82428,318
82430,158
82431,7569
82432,544
82433,2054
82434,355
82435,24921
82440,381
82441,550
82442,818
82443,10027
82450,400
82501,33089
82510,1148
82512,547
82513,4928
82514,2860
82515,222
82516,1363
82520,22211
82523,956
82601,75569
82604,68425
82609,17530
82620,331
82630,12
82633,26461
82635,331
82636,8546
82637,2183
82638,20
82639,876
82640,27
82642,106
82643,1270
82644,1685
82646,30
82648,142
82649,1317
82701,14468
82710,537
82711,289
82712,300
82714,246
82715,0
82716,23442
82718,37026
82720,1659
82721,6465
82723,291
82725,358
82727,4011
82729,5859
82730,4299
82731,224
82732,2587
82801,14716
82831,325
82832,668
82833,453
82834,18964
82835,376
82836,1724
82837,33
82838,444
82839,2010
82842,891
82844,72
82845,98
82901,32883
82922,699
82923,1469
82925,501
82929,81
82930,41443
82932,2225
82933,2015
82934,202
82935,26335
82936,99
82937,9583
82938,252
82939,2278
82941,10098
82942,340
82943,487
82944,553
82945,890
83001,26778
83011,418
83012,206
83013,868
83014,7352
83025,900
83101,5365
83110,11819
83111,1075
83112,1671
83113,7574
83114,894
83115,1785
83116,1620
83118,2296
83119,299
83120,847
83121,32
83122,1274
83123,1562
83124,225
83126,561
83127,4843
83128,2729
83201,23684
83202,24534
83203,519
83204,40254
83209,3236
83210,8937
83211,14261
83212,328
83213,1880
83214,745
83215,18
83217,2183
83218,688
83220,372
83221,66934
83223,168
83226,5343
83227,286
83228,833
83232,726
83233,172
83234,650
83235,154
83236,6115
83237,1486
83238,275
83239,649
83241,5107
83243,178
83244,721
83245,3841
83246,2417
83250,3538
83251,1755
83252,10900
83253,253
83254,5457
83255,3208
83261,925
83262,3529
83263,14046
83271,1155
83272,201
83274,15727
83276,6544
83277,313
83278,514
83281,155
83283,393
83285,340
83286,3385
83287,643
83301,84393
83302,443
83311,607
83312,430
83313,5838
83314,1878
83316,21449
83318,35452
83320,2198
83321,893
83322,86
83323,3135
83324,1811
83325,2409
83327,2103
83328,14365
83330,8213
83332,5014
83333,27310
83334,4574
83335,4778
83336,5907
83337,84
83338,10519
83340,9930
83341,16932
83342,2235
83344,2444
83346,3868
83347,6489
83348,159
83349,1695
83350,19957
83352,8764
83353,2926
83354,39
83355,12232
83401,41115
83402,52836
83404,58720
83406,18212
83414,609
83420,6526
83421,880
83422,8751
83423,2280
83424,738
83425,1264
83427,1598
83428,514
83429,1835
83431,2316
83433,100
83434,3800
83435,1691
83436,797
83440,89967
83442,38660
83443,2548
83444,3063
83445,18971
83446,105
83448,4403
83449,429
83450,2229
83451,832
83452,2384
83454,663
83455,13544
83460,2345
83462,1252
83463,326
83464,365
83465,227
83466,441
83467,10639
83468,181
83469,83
83501,40121
83520,416
83522,4535
83523,1686
83524,2173
83525,1014
83526,637
83530,11949
83533,367
83535,2347
83536,7080
83537,2237
83539,4052
83540,2508
83541,1205
83542,269
83543,1522
83544,9118
83545,611
83546,1598
83547,445
83548,194
83549,2071
83552,2104
83553,2888
83554,1557
83555,334
83601,99
83602,47
83604,1670
83605,65895
83607,45636
83610,2027
83611,5508
83612,3180
83615,3217
83616,36310
83617,39170
83619,13146
83622,1968
83623,1579
83624,2373
83626,1866
83627,1666
83628,7107
83629,1944
83631,2952
83632,459
83633,923
83634,55685
83636,326
83637,539
83638,5881
83639,9087
83641,8885
83642,96094
83643,150
83644,12121
83645,738
83646,98240
83647,33974
83648,7484
83650,873
83651,31872
83654,3622
83655,11394
83656,1253
83657,341
83660,6759
83661,16330
83666,51
83669,19055
83670,1371
83671,75
83672,9768
83676,9372
83677,66
83686,77715
83687,64345
83702,23263
83703,18668
83704,47974
83705,45797
83706,65700
83709,105618
83712,8732
83713,57569
83714,53102
83716,23746
83801,16266
83802,112
83803,848
83804,2001
83805,15522
83806,462
83808,335
83809,685
83810,3189
83811,1444
83812,182
83813,1783
83814,26020
83815,65310
83821,465
83822,5440
83823,2951
83824,759
83825,224
83826,62
83827,320
83830,910
83832,2549
83833,921
83834,458
83835,34358
83836,1118
83837,3702
83839,1569
83840,367
83841,875
83842,399
83843,26615
83844,2949
83845,3679
83846,503
83847,4748
83848,367
83849,5358
83850,3541
83851,4514
83852,990
83854,43321
83855,3561
83856,3467
83857,1476
83858,22420
83860,9830
83861,14138
83864,33973
83866,660
83867,1392
83868,1672
83869,9174
83870,702
83871,3093
83872,859
83873,3442
83874,135
83876,3037
84001,1569
84002,700
84003,109691
84004,21116
84005,46344
84006,1041
84007,817
84010,72810
84013,2229
84014,43638
84015,84051
84017,7621
84018,451
84020,46017
84021,8651
84022,2490
84023,402
84024,64
84025,30002
84026,4512
84027,968
84028,1669
84029,18962
84031,250
84032,47519
84033,1345
84034,553
84035,1978
84036,15493
84037,71328
84038,741
84039,3032
84040,63405
84041,51201
84042,22212
84043,122395
84044,54878
84045,25916
84046,1834
84047,62120
84049,8842
84050,4501
84051,1091
84052,1565
84053,2752
84054,20890
84055,1618
84056,5490
84057,98236
84058,67804
84060,19808
84061,1000
84062,112667
84063,735
84064,258
84065,84289
84066,20128
84067,59065
84069,1371
84070,66371
84071,3151
84072,666
84073,129
84074,45071
84075,42157
84076,1044
84078,42468
84080,797
84081,65826
84082,1231
84083,3296
84084,61216
84085,1424
84086,1125
84087,22816
84088,96151
84092,20816
84093,48842
84094,70972
84095,80922
84096,55852
84097,59439
84098,9256
84101,11643
84102,47860
84103,35325
84104,42672
84105,35015
84106,71354
84107,52453
84108,33886
84109,53272
84111,16766
84112,1518
84113,487
84115,63451
84116,48127
84117,37919
84118,175769
84119,107217
84120,85408
84121,25597
84123,75612
84124,44729
84128,73722
84144,0
84180,0
84301,1099
84302,50726
84304,105
84305,2055
84306,806
84307,1372
84308,844
84309,1448
84310,11173
84311,1101
84312,8572
84313,95
84314,2797
84315,11051
84316,696
84317,6240
84318,6103
84319,21790
84320,4748
84321,117496
84324,1805
84325,4626
84326,3855
84327,2612
84328,4371
84329,527
84330,796
84331,414
84332,19820
84333,5814
84334,296
84335,19549
84336,776
84337,23336
84338,273
84339,7541
84340,3928
84341,40184
84401,69598
84403,96767
84404,113470
84405,79328
84414,55459
84501,30492
84511,10225
84512,2261
84513,3773
84515,28
84516,243
84518,1452
84520,2858
84521,1047
84522,732
84523,3888
84525,2111
84526,6889
84528,6153
84529,476
84530,733
84531,1042
84532,15645
84533,559
84534,5676
84535,6948
84536,3149
84537,3204
84539,767
84540,75
84542,1035
84601,83372
84604,107269
84606,40468
84620,3026
84621,508
84622,3265
84623,1093
84624,9089
84626,1082
84627,13726
84628,1521
84629,4228
84630,730
84631,6283
84632,1210
84633,1682
84634,8019
84635,1008
84636,570
84637,852
84638,768
84639,2169
84640,201
84642,7598
84643,1070
84645,3001
84646,3717
84647,10924
84648,9722
84649,1719
84651,37977
84652,1453
84653,12474
84654,4413
84655,26628
84656,546
84657,1096
84660,34975
84662,3868
84663,50727
84664,8325
84665,1158
84667,782
84701,23955
84710,335
84711,1219
84712,404
84713,7850
84714,1321
84715,509
84716,791
84718,521
84719,209
84720,52116
84721,53929
84722,1584
84723,786
84724,2618
84725,4526
84726,1477
84728,334
84729,416
84730,293
84731,520
84732,176
84733,344
84734,689
84735,669
84736,396
84737,38022
84738,15647
84739,523
84740,314
84741,6270
84742,450
84743,25
84744,822
84745,10862
84746,3032
84747,2408
84749,567
84750,1232
84751,4348
84752,1802
84753,63
84754,1895
84755,298
84756,597
84757,3055
84758,1058
84759,3631
84760,912
84761,2277
84762,306
84763,540
84764,547
84765,9830
84766,377
84767,1393
84770,88629
84772,181
84773,657
84774,1735
84775,473
84776,1415
84779,1447
84780,28659
84781,384
84782,1606
84783,905
84784,7142
84790,54870
85003,10371
85004,13043
85006,55260
85007,34474
85008,98288
85009,83050
85012,10904
85013,42676
85014,65303
85015,104660
85016,68265
85017,69430
85018,39356
85019,27884
85020,69358
85021,78206
85022,77304
85023,68513
85024,51285
85027,99159
85028,40393
85029,114725
85031,65965
85032,109817
85033,87061
85034,8956
85035,106068
85037,123865
85040,65337
85041,145881
85042,17512
85043,64532
85044,76843
85045,15476
85048,89205
85050,58350
85051,74616
85053,79130
85054,9037
85083,30673
85085,34450
85086,81140
85087,17567
85118,34015
